DOI,URL,sentence,Method,Material,Supplement
10.1016/j.neuroimage.2022.119077,neuroimage.usc.edu/brainstorm,Brainstorm is documented and freely available for download under GNU general public license (http://neuroimage.usc.edu/brainstorm).,1,0,0
10.1016/j.neuroimage.2022.119101,developingconnectome.org,"We use the voxel-wise resting state data from the De-veloping Human Connectome Project (dHCP; Hughes et al., 2017 ; https://www.developingconnectome.org) on 267 term-birth newborns and determine voxel-to-voxel functional connectivity., Data availability The neuroimaging data used in this study are available as part of the publicly available Developing Human Connec-tome Project (dHCP; https://www.developingconnectome.org).",0,1,0
10.1016/j.neuroimage.2022.119101,github.com/sayginlab/neonate_molloy,"by identifying which cluster best matches each voxel’s connectivity pattern; available here: https://github.com/SayginLab/neonate_molloy)., Resulting neonate parcellations and full genetic expression results can be found at https://github.com/SayginLab/neonate_molloy., MATLAB code to calculate individual parcellations will be publicly available at https://github.com/SayginLab/neonate_molloy.",0,0,1
10.1016/j.neuroimage.2022.119101,human.brain-map.org/static/download,The genetic data are from the publicly available Allen Human Brain Atlas (AHBA; http://human.brain-map.org/static/download) and BrainSpan Atlas of the Developing Human Brain (http://brainspan.org/static/download.html).,0,1,0
10.1016/j.neuroimage.2022.119101,brainspan.org/rnaseq/search/index.html,"First, to identify which genes are signiﬁcantly changing in levels of expression, diﬀerential expression searches were conducted on http://www.brainspan.org/rnaseq/search/index.html.",0,0,1
10.1016/j.neuroimage.2022.119101,surfer.nmr.mgh.harvard.edu/fswiki/corticalparcellation_yeo2011,The adult 7-network Yeo (liberal mask) solution in MNI space was downloaded from https://surfer.nmr.mgh.harvard.edu/fswiki/CorticalParcellation_Yeo2011.,0,0,1
10.1016/j.neuroimage.2022.119101,brainspan.org/static/download.html,The genetic data are from the publicly available Allen Human Brain Atlas (AHBA; http://human.brain-map.org/static/download) and BrainSpan Atlas of the Developing Human Brain (http://brainspan.org/static/download.html).,0,1,0
10.1016/j.neuroimage.2022.119101,osc.edu,Analyses were com-pleted using the Ohio Supercomputer Center (https://www.osc.edu).,1,0,0
10.1016/j.neuroimage.2021.118698,sccn.ucsd.edu/eeglab/download.php,"Data sharing agreement The analyses were conducted by using publicly available MATLAB toolboxes that can be downloaded at http://audition.ens.fr/adc/NoiseTools/, https://sccn.ucsd.edu/eeglab/download.php , https://github.com/mickcrosse/mTRF-Toolbox.",1,0,0
10.1016/j.neuroimage.2021.118698,github.com/mickcrosse/mtrf-toolbox,"Data sharing agreement The analyses were conducted by using publicly available MATLAB toolboxes that can be downloaded at http://audition.ens.fr/adc/NoiseTools/, https://sccn.ucsd.edu/eeglab/download.php , https://github.com/mickcrosse/mTRF-Toolbox.",1,0,0
10.1016/j.neuroimage.2021.118698,audition.ens.fr/adc/noisetools,"First the average trial EEG epochs (maxi-mum of 83) were normalised via function nt_normcol (Noisetools http://audition.ens.fr/adc/NoiseTools/)., Data sharing agreement The analyses were conducted by using publicly available MATLAB toolboxes that can be downloaded at http://audition.ens.fr/adc/NoiseTools/, https://sccn.ucsd.edu/eeglab/download.php , https://github.com/mickcrosse/mTRF-Toolbox.",1,0,0
10.1016/j.neuroimage.2021.118698,osf.io/q9s5k,"The custom code used for the mTRF, PSD and PAC analysis can be downloaded from https://osf.io/q9s5k/., The ﬁnal data included in the manuscript ﬁgures and statistics can also be downloaded from https://osf.io/q9s5k/.",0,1,0
10.1016/j.neuroimage.2022.119242,osf.io/g3ydf,"C., 2021, osf.io/g3ydf) along with all the codes used for analyses.",1,0,0
10.1016/j.neuroimage.2022.119591,fmrib.ox.ac.uk/fsl),"5.0.9; FMRIB’s Soft-ware Library, www.fmrib.ox.ac.uk/fsl), Advanced Normalization Tools (ANTs; v2.1.0) (Avants et al., 2011), and Matlab R2014b.",1,0,0
10.1016/j.neuroimage.2022.119591,github.com/brain-networks/edge-ts,Code and example data for generating and an-alyzing edge time series are available in Github (https://github.com/brain-networks/edge-ts).,0,1,0
10.1016/j.neuroimage.2022.119591,vimeo.com,Naturalistic stimuli All movies were obtained from Vimeo (https://vimeo.com).,0,0,1
10.1016/j.neuroimage.2022.119729,github.com/tommaullin/blmm,"The BLMM toolbox, as well as the code used for the simulations and timing comparisons described in Sections 2.2 and 2.3 , are available at: https://github.com/TomMaullin/BLMM.",1,0,0
10.1016/j.neuroimage.2022.119729,github.com/tommaullin/blm,"The BLMM toolbox, as well as the code used for the simulations and timing comparisons described in Sections 2.2 and 2.3 , are available at: https://github.com/TomMaullin/BLMM., The BLM toolbox, which is also referenced several times throughout this work, may be found at: https://github.com/TomMaullin/BLM.",1,0,0
10.1016/j.neuroimage.2022.119716,github.com/anders-s-olsen/psilocybin_dynamic_fc,"We have published the MATLAB (The MathWorks, inc.) and R code used to generate the results presented in this study at (https://github.com/anders-s-olsen/psilocybin_dynamic_FC).",1,0,0
10.1016/j.neuroimage.2022.119716,nitrc.org/projects/conn,"fMRI time-series were denoised using CONN (https://www.nitrc.org/projects/conn) (Whitﬁeld-Gabrieli and Nieto-Castanon, 2012) by voxel-wise nuisance regression of 1) three translation and three rotation parameters from realignment and their ﬁrst-order derivatives, and 2) anatomical component correction using the ﬁrst ﬁve principal components and their ﬁrst-order derivatives from white-matter and CSF time-series (Behzadi et al., 2007).",1,0,0
10.1016/j.neuroimage.2022.119716,ﬁl.ion.ucl.ac.uk/spm,The data were preprocessed in SPM12 (http://www.ﬁl.ion.ucl.ac.uk/spm).,1,0,0
10.1016/j.neuroimage.2022.119716,nitrc.org/projects/bnv,"We used BrainNet Viewer (Xia et al., 2013) (https://www.nitrc.org/projects/bnv/) to generate connectivity visualizations.",1,0,0
10.1016/j.neuroimage.2022.119716,nitrc.org/projects/artifact_detect,"Motion and signal variance artifacts were identiﬁed using Artifact detection Tool (ART, https://www.nitrc.org/projects/artifact_detect).",1,0,0
10.1016/j.neuroimage.2022.119654,humanconnectome.org,"The signal time course was originally from the WU-Minn HCP young healthy adults (ages 22–35) S1200 release data (https://www.humanconnectome.org/study/hcp-young-adult)., The healthy subjects’ data used in this study are openly available at https://www.humanconnectome.org/.",0,1,0
10.1016/j.neuroimage.2022.119654,humanconnectome.org/study/hcp-young-adult,The signal time course was originally from the WU-Minn HCP young healthy adults (ages 22–35) S1200 release data (https://www.humanconnectome.org/study/hcp-young-adult).,0,1,0
10.1016/j.neuroimage.2022.119654,afni.nimh.nih.gov,"After discarding the ﬁrst ﬁve volumes to allow for T1 equilibra-tion eﬀects, the data were corrected for diﬀerences in acquisition time between slices, realigned to the ﬁrst volume to account for movement artifacts, spatially aligned with anatomic T1-weighted images, and then normalized to the Montreal Neurological Institute (MNI) space via the uniﬁed segmentation approach (Ashburner and Friston, 2005) using the T1-weighted images and spatially smoothed with a Gaussian kernel with a full-width at half-maximum of 8 mm to obtain a smoothing radius com-parable to that of the SPECT CBF as conﬁrmed by 3dFWHMx of the AFNI software (https://afni.nimh.nih.gov/).",1,0,0
10.1016/j.neuroimage.2022.119654,github.com/amemiyas/rsfmri,Code and data availability statement Code is available on GitHub (https://github.com/amemiyas/rsfMRI).,1,0,0
10.1016/j.neuroimage.2022.119592,massive.org.au,"Acknowledgements We thank Naotsugu Tsuchiya and David Grayden for help-ful preliminary discussions about the work, along with MASSIVE (https://www.massive.org.au) for computational resources.",0,0,1
10.1016/j.neuroimage.2022.119592,github.com/yundumbledore/neuroprocimager,The inference-based neural processes imaging framework is implemented in a MATLAB package called NeuroProcImager and is available at https://github.com/yundumbledore/NeuroProcImager.,1,0,0
10.1016/j.neuroimage.2022.119592,consciouscloud.erc.monash.edu,Data and code availability The 22 healthy male resting-state MEG data and their corresponding MRI data are available at http://consciouscloud.erc.monash.edu.,0,1,0
10.1016/j.neuroimage.2022.119056,neuroimage.usc.edu/brainstorm/exportbids,"org/https://neuroimage.usc.edu/brainstorm/https://www.ﬁl.ion.ucl.ac.uk/spm/https://mne.tools Environment MATLAB MATLAB MATLAB MATLAB Python Recommended programming level Beginners to advanced Intermediate to advanced Beginners to advanced Beginners to advanced Intermediate to advanced Interface GUI and scripting Scripting GUI and scripting GUI and scripting Scripting Supported modalities EEG, eye tracking, MoBI MEG, EEG, iEEG, fNIRS, Multiunit, motion capture, eye tracking, (f)MRI MEG, EEG, iEEG, fNIRS, Multiunit, motion capture, eye tracking, MRI (f)MRI, PET, EEG, and MEG MEG, EEG, iEEG, fNIRS BIDS support bids-matlab-tools (Delorme et al., 2021) data2bids (github.com/ﬁeldtrip/ﬁeldtrip/blob/release/data2bids.m) BIDS tools (neuroimage.usc.edu/brainstorm/ExportBids) en.wikibooks.org/wiki/SPM/BIDS MNE-BIDS (Appelhoﬀet al., 2019) Online community and support ✔ ✔ ✔ ✔ ✔ Strengths -Advanced ICA integration -High ﬂexibility -No progamming skills required -Dynamic Causal Modeling (DCM) -High ﬂexibility -Mobile brain imaging (MoBI) -Frequency and time-frequency analysis -Advanced visualization & user interface -Advanced statistics (native GLM support) -Machine-learning (scikit-learn) -Advanced statistics inclduing GLM support -Non-parametric statistics -Automatic data organization -Bayesian source analysis framework -Source estimation -Numerous extensions -Sophisticated forward models -Interoperates with multiple MATLAB, Python packages -Support for fMRI, PET, VBM as well -Freesurfer integration References Seminal paper Delorme and Makeig (2004) , Delorme et al.",1,0,0
10.1016/j.neuroimage.2022.119056,mne.tools,"org/https://neuroimage.usc.edu/brainstorm/https://www.ﬁl.ion.ucl.ac.uk/spm/https://mne.tools Environment MATLAB MATLAB MATLAB MATLAB Python Recommended programming level Beginners to advanced Intermediate to advanced Beginners to advanced Beginners to advanced Intermediate to advanced Interface GUI and scripting Scripting GUI and scripting GUI and scripting Scripting Supported modalities EEG, eye tracking, MoBI MEG, EEG, iEEG, fNIRS, Multiunit, motion capture, eye tracking, (f)MRI MEG, EEG, iEEG, fNIRS, Multiunit, motion capture, eye tracking, MRI (f)MRI, PET, EEG, and MEG MEG, EEG, iEEG, fNIRS BIDS support bids-matlab-tools (Delorme et al., 2021) data2bids (github.com/ﬁeldtrip/ﬁeldtrip/blob/release/data2bids.m) BIDS tools (neuroimage.usc.edu/brainstorm/ExportBids) en.wikibooks.org/wiki/SPM/BIDS MNE-BIDS (Appelhoﬀet al., 2019) Online community and support ✔ ✔ ✔ ✔ ✔ Strengths -Advanced ICA integration -High ﬂexibility -No progamming skills required -Dynamic Causal Modeling (DCM) -High ﬂexibility -Mobile brain imaging (MoBI) -Frequency and time-frequency analysis -Advanced visualization & user interface -Advanced statistics (native GLM support) -Machine-learning (scikit-learn) -Advanced statistics inclduing GLM support -Non-parametric statistics -Automatic data organization -Bayesian source analysis framework -Source estimation -Numerous extensions -Sophisticated forward models -Interoperates with multiple MATLAB, Python packages -Support for fMRI, PET, VBM as well -Freesurfer integration References Seminal paper Delorme and Makeig (2004) , Delorme et al.",1,0,0
10.1016/j.neuroimage.2022.119056,en.wikibooks.org/wiki/spm/bids,"org/https://neuroimage.usc.edu/brainstorm/https://www.ﬁl.ion.ucl.ac.uk/spm/https://mne.tools Environment MATLAB MATLAB MATLAB MATLAB Python Recommended programming level Beginners to advanced Intermediate to advanced Beginners to advanced Beginners to advanced Intermediate to advanced Interface GUI and scripting Scripting GUI and scripting GUI and scripting Scripting Supported modalities EEG, eye tracking, MoBI MEG, EEG, iEEG, fNIRS, Multiunit, motion capture, eye tracking, (f)MRI MEG, EEG, iEEG, fNIRS, Multiunit, motion capture, eye tracking, MRI (f)MRI, PET, EEG, and MEG MEG, EEG, iEEG, fNIRS BIDS support bids-matlab-tools (Delorme et al., 2021) data2bids (github.com/ﬁeldtrip/ﬁeldtrip/blob/release/data2bids.m) BIDS tools (neuroimage.usc.edu/brainstorm/ExportBids) en.wikibooks.org/wiki/SPM/BIDS MNE-BIDS (Appelhoﬀet al., 2019) Online community and support ✔ ✔ ✔ ✔ ✔ Strengths -Advanced ICA integration -High ﬂexibility -No progamming skills required -Dynamic Causal Modeling (DCM) -High ﬂexibility -Mobile brain imaging (MoBI) -Frequency and time-frequency analysis -Advanced visualization & user interface -Advanced statistics (native GLM support) -Machine-learning (scikit-learn) -Advanced statistics inclduing GLM support -Non-parametric statistics -Automatic data organization -Bayesian source analysis framework -Source estimation -Numerous extensions -Sophisticated forward models -Interoperates with multiple MATLAB, Python packages -Support for fMRI, PET, VBM as well -Freesurfer integration References Seminal paper Delorme and Makeig (2004) , Delorme et al.",1,0,0
10.1016/j.neuroimage.2022.119056,neuroimage.usc.edu/brainstorm,"org/https://neuroimage.usc.edu/brainstorm/https://www.ﬁl.ion.ucl.ac.uk/spm/https://mne.tools Environment MATLAB MATLAB MATLAB MATLAB Python Recommended programming level Beginners to advanced Intermediate to advanced Beginners to advanced Beginners to advanced Intermediate to advanced Interface GUI and scripting Scripting GUI and scripting GUI and scripting Scripting Supported modalities EEG, eye tracking, MoBI MEG, EEG, iEEG, fNIRS, Multiunit, motion capture, eye tracking, (f)MRI MEG, EEG, iEEG, fNIRS, Multiunit, motion capture, eye tracking, MRI (f)MRI, PET, EEG, and MEG MEG, EEG, iEEG, fNIRS BIDS support bids-matlab-tools (Delorme et al., 2021) data2bids (github.com/ﬁeldtrip/ﬁeldtrip/blob/release/data2bids.m) BIDS tools (neuroimage.usc.edu/brainstorm/ExportBids) en.wikibooks.org/wiki/SPM/BIDS MNE-BIDS (Appelhoﬀet al., 2019) Online community and support ✔ ✔ ✔ ✔ ✔ Strengths -Advanced ICA integration -High ﬂexibility -No progamming skills required -Dynamic Causal Modeling (DCM) -High ﬂexibility -Mobile brain imaging (MoBI) -Frequency and time-frequency analysis -Advanced visualization & user interface -Advanced statistics (native GLM support) -Machine-learning (scikit-learn) -Advanced statistics inclduing GLM support -Non-parametric statistics -Automatic data organization -Bayesian source analysis framework -Source estimation -Numerous extensions -Sophisticated forward models -Interoperates with multiple MATLAB, Python packages -Support for fMRI, PET, VBM as well -Freesurfer integration References Seminal paper Delorme and Makeig (2004) , Delorme et al.",1,0,0
